BANC,FAFB,MCNS
720575941613604883,720575940612721063,523560
720575941613602067,720575940611454833,123523
720575941613574620,720575940629056630,13694
720575941613730323,720575940625788177,145486
720575941513951052,720575940607969289,39854
720575941613707484,720575940627091006,18001
720575941613694483,720575940620140190,76995
720575941613678812,720575940640645949,55277
720575941502059403,720575940638302909,127007
720575941502081419,720575940613213736,85570
720575941552239103,720575940622087009,555772
720575941614023443,720575940625395864,21483
720575941613888921,720575940632317997,10892
720575941613866649,720575940623615928,43116
720575941614432019,720575940623990797,556694
720575941614379795,720575940617676405,30852
720575941614115737,720575940631846698,39872
720575941613660636,720575940615960788,92841
720575941613834771,720575940613120986,59550
720575941437101612,720575940620075600,85850
720575941552845118,720575940619370678,530061
720575941552786842,720575940613126835,25893
720575941613704924,720575940639368270,42420
720575941614068188,720575940622193432,500289
720575941732178475,720575940625479426,536935
720575941732111659,720575940629185039,48629
720575941614570649,720575940626271260,17536
720575941614510099,720575940632159519,514034
720575941614494361,720575940604866476,141776
720575941732333355,720575940614726261,24783
720575941500500642,720575940614238114,11608
720575941437156319,720575940615072943,81303
720575941614718361,720575940626828955,70317
720575941614715411,720575940620977740,32658
720575941436938028,720575940614342823,81504
720575941436870207,720575940627358236,21231
720575941436812818,720575940626769354,61386
720575941499895458,720575940610831509,128670
720575941500185995,720575940639239652,47738
720575941553075006,720575940632081036,72767
720575941500348066,720575940647589172,531862
720575941614646425,720575940615474978,42256
720575941436769324,720575940631067719,28780
720575941436549676,720575940627305833,117069
720575941436541228,720575940622805854,35086
720575941498866299,720575940621581150,512969
720575941554131227,720575940629835727,126297
720575941614747289,720575940616137282,237646
720575941499209801,720575940614759029,153035
720575941614894037,720575940633119149,35505
720575941614789017,720575940609439698,212879
720575941615492249,720575940625408333,17430
720575941615366041,720575940614773032,22844
720575941615362773,720575940622857801,86850
720575941554220571,720575940616836485,95022
720575941554230170,720575940632880301,58593
720575941436508972,720575940624599700,66600
720575941436474156,720575940620086622,35659
720575941436428576,720575940615015976,14844
720575941553749402,720575940622878477,66105
720575941654195417,720575940623977545,67828
720575941654117849,720575940619993776,516564
720575941616624853,720575940618531099,100728
720575941616575701,720575940620381575,21342
720575941616199637,720575940645126020,160012
720575941616031189,720575940627378950,15643
720575941436397344,720575940626522440,34851
720575941436339244,720575940638607326,101398
720575941436178720,720575940632973538,19826
720575941554570011,720575940622519748,36304
720575941653723921,720575940644386158,22828
720575941653977817,720575940632000993,35420
720575941653953297,720575940612768106,21470
720575941653931225,720575940635537271,67378
720575941653920785,720575940611444186,23905
720575941653856212,720575940615882635,33139
720575941654227412,720575940641223120,26246
720575941436057874,720575940617189094,24172
720575941498483425,720575940621634913,24508
720575941669613233,720575940614166495,468519
720575941617071317,720575940614553234,561487
720575941731994923,720575940623377596,66802
720575941617714303,720575940618025748,36670
720575941513944908,720575940629139447,511992
720575941435837740,720575940614013382,56635
720575941497264763,720575940630256402,16214
720575941497372539,720575940628585978,100217
720575941617610111,720575940611160930,26344
720575941617199573,720575940622853258,45686
720575941617753301,720575940631997032,556022
720575941618387583,720575940616112724,39397
720575941618964923,720575940643860276,192432
720575941618954683,720575940612548886,500009
720575941618954427,720575940623628582,179869
720575941617688789,720575940615723077,11827
720575941617664469,720575940629791563,31319
720575941617830613,720575940611565778,51258
720575941435952416,720575940616613009,75415
720575941435905042,720575940629642693,531475
720575941435785004,720575940637855104,33720
720575941435728928,720575940607775106,31446
720575941435654688,720575940617286100,71063
720575941498075465,720575940619687217,67657
720575941617813375,720575940616584607,25203
720575941618447999,720575940622249949,75106
720575941618414207,720575940615922971,525510
720575941435387168,720575940647024948,27781
720575941435317134,720575940617393435,155298
720575941435529870,720575940633918304,47414
720575941435514510,720575940630003195,515092
720575941618947515,720575940614660770,161711
720575941618584703,720575940608549385,115151
720575941496827259,720575940625465487,41240
720575941555507713,720575940628888375,213955
720575941555509331,720575940637218672,92774
720575941555384868,720575940622450924,515061
720575941619148927,720575940621351551,33756
720575941620192895,720575940626017960,530313
720575941435245856,720575940615344315,105134
720575941435160864,720575940632113871,76425
720575941435510414,720575940616404820,55305
720575941731091755,720575940627308828,131926
720575941619811455,720575940639405683,522306
720575941556056292,720575940613135870,215643
720575941620269695,720575940636059760,55954
720575941620253567,720575940635561335,15802
720575941620253311,720575940625273406,556719
720575941622077948,720575940630567788,544437
720575941619556991,720575940651646966,17063
720575941619290043,720575940610844678,163919
720575941621812732,720575940652105974,10819
720575941730836779,720575940609927653,26407
720575941557284900,720575940613441442,49839
720575941688792182,720575940612654573,47662
720575941434966670,720575940629272791,36166
720575941730126635,720575940636053678,512613
720575941623031036,720575940639230180,516793
720575941622731772,720575940612982191,58729
720575941623566588,720575940618671343,121407
720575941621865468,720575940628306114,15836
720575941669088177,720575940644252320,138086
720575941557368484,720575940646446212,51915
720575941653761809,720575940635102320,540077
720575941408030894,720575940606084444,37919
720575941408016558,720575940617118016,567586
720575941446801333,720575940621840297,67951
720575941624128714,720575940620882270,40810
720575941623507052,720575940630387730,109041
720575941434847776,720575940624487146,47230
720575941434838670,720575940627322923,39289
720575941434701454,720575940619507184,26262
720575941434674574,720575940629656899,33871
720575941623888892,720575940620883956,68008
720575941623735963,720575940617935643,53120
720575941623701691,720575940639688320,197415
720575941434061856,720575940653998497,104051
720575941623995338,720575940617654673,75618
720575941623989500,720575940624692372,529932
720575941623921851,720575940620691794,209900
720575941624456700,720575940627051407,38216
720575941433535246,720575940645454116,29128
720575941688845174,720575940605027529,46629
720575941434331424,720575940628959208,51058
720575941624253322,720575940613041123,86306
720575941624224876,720575940628318024,525730
720575941624197228,720575940628531308,164216
720575941557877875,720575940622438634,142689
720575941557667620,720575940628350211,57545
720575941495069310,720575940659916417,127917
720575941723458362,720575940631313721,25403
720575941723440954,720575940623444676,63722
720575941433870222,720575940630342907,102693
720575941624355580,720575940619488621,35297
720575941624331658,720575940631015255,201512
720575941624324092,720575940645975348,13372
720575941624291836,720575940610462930,74404
720575941433291150,720575940645721111,514870
720575941624481276,720575940627465478,14627
720575941493828784,720575940636381432,182263
720575941558335524,720575940623777061,513811
720575941624439242,720575940605758822,90016
720575941624435452,720575940627702288,27163
720575941624419324,720575940615066310,13427
720575941723680058,720575940625009917,407498
720575941723596090,720575940626980389,141763
720575941624537034,720575940632687770,23839
720575941433356558,720575940628719619,21369
720575941433158670,720575940625312356,34198
720575941433116046,720575940627414887,22462
720575941723271738,720575940612438514,10492
720575941624694939,720575940614505937,63430
720575941624648074,720575940613630105,48409
720575941491965415,720575940637416078,14697
720575941433061902,720575940630929426,134183
720575941668914609,720575940638094911,16118
720575941723290426,720575940612708323,521299
720575941433270286,720575940616773206,47587
720575941433241870,720575940619490133,14957
720575941625048714,720575940604992457,125376
720575941625037962,720575940627127866,102461
720575941625014154,720575940640628432,48808
720575941722970426,720575940627824912,916989
720575941491786727,720575940612766691,536444
720575941432699662,720575940623229368,84360
720575941432664791,720575940658633089,60683
720575941432652302,720575940618046292,512329
720575941624917612,720575940613645487,107122
720575941625388908,720575940606452681,76898
720575941625333915,720575940622285823,52990
720575941625302124,720575940619075920,23659
720575941625539227,720575940618965553,16438
720575941625535626,720575940629488658,71919
720575941625175498,720575940613950530,130973
720575941625434506,720575940622440820,527595
720575941491371214,720575940624033516,15266
720575941432557838,720575940611610737,531425
720575941432552663,720575940620552897,12776
720575941432537047,720575940615871967,10144
720575941491347918,720575940622226870,23419
720575941625124554,720575940614400780,32792
720575941625121418,720575940608064707,175309
720575941722615866,720575940623780075,23035
720575941625467338,720575940614684834,190960183
720575941625792650,720575940619191687,122933
720575941432417239,720575940613973058,80902
720575941432369367,720575940626809109,13502
720575941432305972,720575940642654624,59992
720575941560377971,720575940616351233,290991
720575941625754826,720575940621902256,118682
720575941625648522,720575940620826571,23448
720575941625632876,720575940632076751,26856
720575941653824273,720575940610813538,62665
720575941625739628,720575940635149198,49037
720575941625739402,720575940619297963,230774
720575941625912970,720575940631367264,530461
720575941625885753,720575940620606580,525419
720575941490705865,720575940624791941,44847
720575941432240599,720575940620657857,520117
720575941626078619,720575940621115312,109713
720575941653290769,720575940626030925,153687
720575941653653265,720575940617470137,53334
720575941653566932,720575940633711028,556522
720575941653528276,720575940624015101,18599
720575941432037985,720575940627443996,13000
720575941562656168,720575940614215149,15690
720575941432172046,720575940633996911,88023
720575941432155233,720575940616103218,13083
720575941626002796,720575940620020769,144523
720575941625995884,720575940624323475,18156
720575941626095050,720575940613121790,16350
720575941722437178,720575940632999578,146644
720575941722428474,720575940621448357,185406
720575941722383930,720575940629494543,80274
720575941626052810,720575940610056516,140650
720575941432123745,720575940626174077,127432
720575941432121697,720575940632883256,32364
720575941432015201,720575940628125775,35850
720575941431981153,720575940629786998,27846
720575941431912206,720575940625953598,122153
720575941626133817,720575940623088678,33019
720575941626131867,720575940621806686,523848
720575941626113900,720575940604100785,33448
720575941626134474,720575940622897917,84836
720575941626223212,720575940621325338,916720
720575941564202599,720575940637955968,58803
720575941564134242,720575940622328328,160324150
720575941564030055,720575940657611393,66446
720575941431834382,720575940634918591,130364
720575941431800078,720575940622803859,47608
720575941626155419,720575940633575575,519817
720575941490245324,720575940622425271,27023
720575941432016225,720575940624067581,369423058
720575941489943753,720575940622919876,103370
720575941626186954,720575940610413262,52311
720575941626178250,720575940628006855,134524
720575941626326380,720575940630043705,139348
720575941626307948,720575940627403004,80682
720575941626152347,720575940612072562,514855
720575941408050735,720575940638170429,45699
720575941653340889,720575940629188140,29406
720575941626388106,720575940630691958,555256
720575941626362826,720575940624041203,804351
720575941431726551,720575940607986050,143636
720575941431720440,720575940640789619,10092
720575941431656545,720575940618967710,56780
720575941486988752,720575940613781215,31481
720575941564268690,720575940638853454,438727
720575941488460496,720575940630044354,141402
720575941626570122,720575940637538958,282924
720575941626531466,720575940608799556,73706
720575941688800731,720575940617654341,35876
720575941447759124,720575940631274745,23498
720575941659060048,720575940628653199,42315
720575941607576173,720575940637723008,55185
720575941408305199,720575940622621729,188192
720575941515082586,720575940648341113,33557
720575941408133294,720575940608187314,63659
720575941486434310,720575940621194561,110365
720575941626509514,720575940624313834,10869
720575941626495370,720575940613392101,16367
720575941626435483,720575940628692055,515758
720575941626592906,720575940619686383,110828
720575941431475337,720575940614437462,13646
720575941626751882,720575940618864925,11043
720575941626529930,720575940616921300,124272
720575941722101306,720575940615764061,518830
720575941431632225,720575940612875560,162207
720575941627069990,720575940639161661,52306
720575941627608633,720575940624701698,185706
720575941721872442,720575940623788012,100746
720575941721633594,720575940629300736,511829
720575941486127622,720575940611348373,36290
720575941689110168,720575940619700859,51872
720575941564803591,720575940618424149,120798
720575941431400696,720575940628236200,64795
720575941431385519,720575940630727675,36609
720575941565158663,720575940634332773,321015
720575941565044322,720575940607544329,762295104
720575941564928822,720575940633766495,74995
720575941626699833,720575940621776767,132304
720575941626651961,720575940634423833,18391
720575941627301926,720575940627094696,17436
720575941627884838,720575940620073069,24197
720575941627843110,720575940627221071,41291
720575941628219961,720575940631587641,26785
720575941628166713,720575940622459588,15235
720575941628166201,720575940626229849,16142
720575941627585337,720575940628911946,129843
720575941431370633,720575940645495587,16944
720575941431370415,720575940626889765,117324
720575941431351689,720575940625874992,513992
720575941628077625,720575940616010530,86452
720575941628266041,720575940616528543,99865
720575941628242745,720575940619754861,20137
720575941431318921,720575940605353649,45701
720575941431309304,720575940610724306,232170
720575941628163897,720575940625976394,516274
720575941628153657,720575940629496320,514361
720575941628138041,720575940625776272,39400
720575941703775194,720575940613236147,186718
720575941703571418,720575940632961376,109167
720575941703495898,720575940631982929,41564
720575941628627257,720575940630713029,513222
720575941431279118,720575940637718094,111293
720575941431250351,720575940605915313,29538
720575941431248303,720575940609607890,556261
720575941431229615,720575940631356235,14113
720575941628651046,720575940608148693,551436
720575941628627769,720575940628475816,183570
720575941628993830,720575940617497437,12209
720575941628976678,720575940633740196,83936
720575941629277922,720575940624447015,62080
720575941431107047,720575940626133532,51324
720575941485020678,720575940609578702,123842
720575941565352290,720575940628356969,11943
720575941565308423,720575940644733988,42696
720575941629487084,720575940632423442,159660
720575941629414438,720575940620171796,76217
720575941515046905,720575940621882401,90650
720575941430766328,720575940626491934,526924
720575941483960573,720575940631328104,22494
720575941430713263,720575940611006170,171066
720575941430656175,720575940617504027,327126875
720575941629917990,720575940625178768,521618
720575941629906726,720575940625414387,14741
720575941629859622,720575940617151069,62248
720575941629766182,720575940628928772,552768
720575941515035651,720575940630063557,21475
720575941630034658,720575940623353013,44748
720575941629967910,720575940644543136,104914
720575941629937702,720575940627194174,11967
720575941629929510,720575940626109592,22111
720575941483094269,720575940635146926,221747
720575941566567271,720575940631174431,181683
720575941566469942,720575940621603311,27271
720575941566402614,720575940606919602,30738
720575941430655113,720575940627728783,132437
720575941630300396,720575940614052136,119369
720575941653082353,720575940628095656,105235
720575941448828509,720575940626808368,62561
720575941449518685,720575940614711080,93495
720575941449343157,720575940637389534,18082
720575941430461432,720575940628133335,28829
720575941430417111,720575940655155105,82400
720575941430625967,720575940646034740,81056
720575941430607279,720575940654004897,19669
720575941703419610,720575940614714299,29710
720575941513811532,720575940608402524,13615
720575941703392730,720575940638892351,11773
720575941703324122,720575940616730251,30718
720575941703302874,720575940611934674,38324
720575941630349094,720575940633548128,280938
720575941630633669,720575940636809646,511989
720575941630606533,720575940621556062,71371
720575941630583522,720575940604941234,64153
720575941630062818,720575940641592795,16188
720575941630509538,720575940621732973,73594
720575941430552751,720575940660042369,514434
720575941430533513,720575940623437838,49754
720575941430362249,720575940625112909,120485
720575941430357089,720575940611091524,29333
720575941482675910,720575940617938334,527331
720575941566767207,720575940612586905,21512
720575941630467554,720575940620650661,550055
720575941630735586,720575940621354416,18151
720575941481137999,720575940637771829,123737608
720575941630940652,720575940621538431,67544
720575941630883232,720575940625276745,23859
720575941630849733,720575940627581484,87305
720575941630791138,720575940614682321,84270
720575941630759621,720575940629245527,154383
720575941482465478,720575940618334649,31592
720575941482713341,720575940632626402,27143
720575941430057976,720575940630936131,44751
720575941430303841,720575940640935309,97344
720575941631088610,720575940628684154,54019
720575941631047072,720575940641112192,20385
720575941631027141,720575940616501919,43039
720575941631211963,720575940636390542,41404
720575941702753754,720575940627753609,34104
720575941702725850,720575940631570636,35205
720575941567617582,720575940626807344,107293
720575941482557638,720575940631328738,15622
720575941631188450,720575940631100620,52823
720575941429989335,720575940633147292,147517
720575941429954697,720575940636288357,129869
720575941429871457,720575940631084751,51382
720575941631226850,720575940623499957,529253
720575941631922875,720575940652860662,50303
720575941631618028,720575940626401552,48445
720575941631554976,720575940626470226,55326
720575941631420320,720575940630995340,137294
720575941569885178,720575940609880900,31630
720575941480860323,720575940618277184,524207
720575941430010505,720575940624992258,149375
720575941429643657,720575940615244595,24686
720575941429600393,720575940648026756,91839
720575941429591032,720575940629439238,39989
720575941631394464,720575940636068532,110416
720575941631697900,720575940628800811,67221
720575941631648955,720575940625421242,139519
720575941632125893,720575940617605154,61947
720575941429535992,720575940617755220,518252
720575941479224288,720575940627906536,130324
720575941631859387,720575940646063895,60113
720575941631791803,720575940616440091,516870
720575941631771040,720575940637682573,134558
720575941702652890,720575940624349990,61701
720575941690083224,720575940633265820,80986
720575941632238277,720575940616023382,57497
720575941632165356,720575940626179658,15466
720575941702524378,720575940618586459,81197
720575941478841474,720575940647416708,143604
720575941479267970,720575940630652876,16897
720575941429026735,720575940625164176,523983
720575941428962441,720575940612605667,14722
720575941429552009,720575940630541050,47032
720575941572645534,720575940616196898,122920
720575941572041630,720575940638210894,53550
720575941632492485,720575940630273444,51486
720575941632379116,720575940617355993,557197
720575941632361196,720575940638604915,19239
720575941478581610,720575940632964704,514004
720575941478652010,720575940623474871,150421
720575941574230280,720575940630794767,112819175
720575941477535262,720575940629311452,32059
720575941428540591,720575940629551375,32176
720575941428253268,720575940628799560,62195
720575941632563397,720575940624107706,145419
720575941632517536,720575940628761643,107411
720575941428952568,720575940613170385,248046011
720575941701859802,720575940622392260,535761
720575941701010394,720575940630799810,42921
720575941700696026,720575940622391019,122182
720575941633032901,720575940613070632,20353
720575941632965792,720575940630120901,52977
720575941632876960,720575940628355198,58112
720575941632785083,720575940625052942,39963
720575941633149637,720575940624608442,22900
720575941427594068,720575940640884312,21990
720575941428068180,720575940626615738,120537
720575941513844985,720575940627101512,521657
720575941477248305,720575940606681099,110323
720575941574689896,720575940626526820,529843
720575941477890868,720575940632802785,817374
720575941573696520,720575940628897280,182914
720575941633097147,720575940631337519,66231
720575941427908692,720575940625800852,122107
720575941427897172,720575940629040119,31323
720575941427893332,720575940618887021,24302
720575941427890004,720575940627000363,27503
720575941653180913,720575940610456014,154574
720575941653146353,720575940627277242,10367
720575941653102353,720575940629600271,59110
720575941427793492,720575940627558787,34396
720575941633358752,720575940611666898,524883
720575941633357472,720575940620450694,24744
720575941633346720,720575940620623725,75053
720575941633342405,720575940629067996,177619
720575941633332640,720575940626742532,48579
720575941513895756,720575940609240515,135434
720575941633317024,720575940611415770,19113
720575941633737915,720575940644623396,40473
720575941633736379,720575940617903617,123308
720575941633715387,720575940622500872,41178
720575941653042449,720575940618254750,28401
720575941653039633,720575940615987836,67202
720575941652966641,720575940609921230,78997
720575941652913937,720575940629901819,133394
720575941653238545,720575940628843931,206455
720575941426997076,720575940627975017,71863
720575941426986836,720575940621828084,18296
720575941633637307,720575940619766869,26390
720575941633815483,720575940628556649,115066
720575941633775803,720575940618382292,57807
720575941633771963,720575940628396090,27270
720575941691477912,720575940626749061,11545
720575941691341720,720575940611396266,18402
720575941691316376,720575940626179940,15854
720575941635725479,720575940628908670,235763
720575941633695904,720575940636589669,205785
720575941633668768,720575940628330651,100340
720575941476218654,720575940645207918,533543
720575941476929566,720575940617415803,24831
720575941663595900,720575940628869391,25607
720575941690491544,720575940619702337,436473
720575941426483796,720575940627731801,102180
720575941426325588,720575940614529386,64540
720575941426123092,720575940613512514,55984
720575941426049876,720575940635310743,31842
720575941425675348,720575940638070505,56905
720575941476304177,720575940639467136,110293
720575941634022587,720575940629155895,27933
720575941633987259,720575940624756723,518788
720575941633850299,720575940613558225,13291
720575941633833403,720575940617295321,523435
720575941475379259,720575940610776818,44274
720575941475963697,720575940629561400,236699
720575941425611860,720575940623642904,14947
720575941425474644,720575940620182305,67116
720575941635226841,720575940637183165,68109
720575941634334395,720575940632737069,221365
720575941426661460,720575940620311718,155659
720575941691116763,720575940618399109,58177
720575941638467189,720575940640841268,710268570
720575941638423413,720575940627397386,551148
720575941637495669,720575940620926379,44911
720575941636180597,720575940627386884,147617
720575941418131678,720575940616467061,529668
720575941416875804,720575940617453083,145898
720575941474943786,720575940637673961,95233
720575941638670367,720575940631172665,110155
720575941638665247,720575940635018335,137458
720575941691270040,720575940630996072,228334
720575941639216927,720575940606595518,78558
720575941576739254,720575940631108492,126095791
720575941474543931,720575940615929373,42148
720575941474589226,720575940630016855,43886
720575941416809500,720575940620707750,39729
720575941513894732,720575940627716168,10661
720575941638848117,720575940626174750,70442
720575941652782577,720575940613894398,137543
720575941639192949,720575940620516555,35631
720575941639030901,720575940621529309,58400
720575941639525493,720575940629678331,32644
720575941652797425,720575940618927429,55498
720575941408604078,720575940621957381,57992
720575941408581547,720575940624037863,125212
720575941408568750,720575940634038041,800012
720575941604236222,720575940624901927,41339
720575941449848245,720575940618370171,26756
720575941415800092,720575940630760771,45192
720575941526483789,720575940621359988,155372
720575941639758367,720575940631538028,10169
720575941415418908,720575940640993933,185447
720575941640135455,720575940634534255,131748
720575941640115743,720575940615258163,135172
720575941639993631,720575940609004920,130138
720575941639820319,720575940623808805,527526
720575941415889180,720575940617552057,14290
720575941415879196,720575940628353018,21230
720575941640791327,720575940605118142,515772
720575941641074207,720575940621563841,15062
720575941640374047,720575940614939990,149160
720575941473055328,720575940628766679,124690
720575941578761817,720575940617454114,151915
720575941581873785,720575940625296969,11468
720575941471102272,720575940624892858,39233
720575941580654201,720575940627123206,169850
720575941471603467,720575940628293481,29112
720575941526654285,720575940620092656,342387
720575941415286044,720575940614808844,66118
720575941691022811,720575940624403914,52024
720575941691012827,720575940630309391,12793
720575941690954971,720575940613501337,15696
720575941690929883,720575940620249734,366857
720575941641217311,720575940619793062,198975
720575941641215589,720575940623553260,520642
720575941690854552,720575940629986295,179268
720575941415173268,720575940614465517,10901
720575941415121180,720575940620237648,33244
720575941415072540,720575940628934915,56205
720575941470713207,720575940628631824,77590
720575941414838161,720575940631709714,34586
720575941641409381,720575940661335681,11183
720575941642476645,720575940633500185,13842
720575941642394213,720575940604908972,144747
720575941642377298,720575940609459662,32628
720575941690830555,720575940613688743,41362
720575941642079845,720575940620877147,515722
720575941414737812,720575940619058461,10896
720575941414710417,720575940621359273,139458
720575941467817750,720575940619077460,40590
720575941585932422,720575940608996450,32193
720575941585755102,720575940630174208,223975
720575941642842785,720575940622528951,43580
720575941642732626,720575940632429416,92380
720575941642696056,720575940639107573,28869
720575941414598036,720575940614662195,63710
720575941414598033,720575940628895750,10683
720575941414584209,720575940643174048,120851
720575941586628062,720575940615672130,73992
720575941466780438,720575940640485109,133318
720575941642979960,720575940633548499,86143
720575941643215717,720575940628759596,121674
720575941643117394,720575940622953727,167414
720575941414534801,720575940611352538,572057
720575941643056466,720575940611755640,56824
720575941414665876,720575940620199284,37503
720575941643337889,720575940623113802,52973
720575941643326034,720575940631194593,42861
720575941643304530,720575940608015627,91244
720575941643296120,720575940603402412,26159
720575941690710936,720575940642916237,17966
720575941589853950,720575940630274459,12480
720575941526054658,720575940629612344,19618
720575941464125197,720575940616475732,182862
720575941414309268,720575940622716961,539506
720575941414290577,720575940617033565,531869
720575941690682075,720575940637143359,77392
720575941690643163,720575940619291271,55925
720575941690614936,720575940626254076,52814
720575941643467877,720575940630127660,37743
720575941643450450,720575940618847947,28507
720575941643355474,720575940622886413,66982
720575941643539301,720575940638085695,516824
720575941652806385,720575940628014391,11811
720575941643508562,720575940610321114,20462
720575941414088596,720575940621305716,50969
720575941414076052,720575940609898190,89582
720575941414055964,720575940614554930,512633
720575941514938883,720575940615100358,23482
720575941414000276,720575940644713838,50678
720575941662306616,720575940622289919,142440
720575941463187213,720575940623107464,513846
720575941413830545,720575940627865768,95978
720575941413755025,720575940621025872,557836
720575941652750321,720575940621926669,13483
720575941652853521,720575940627218882,17830
720575941652822257,720575940638285696,155619
720575941652820721,720575940614741485,46954
720575941652818417,720575940624430572,18359
720575941652809713,720575940608376622,45407
720575941643911250,720575940613668778,56861
720575941515189507,720575940652336801,27890
720575941643843016,720575940605771948,57608
720575941643824210,720575940616365535,15668
720575941643476818,720575940614748926,143096
720575941643594696,720575940644282528,140677
720575941643574885,720575940614259679,63772
720575941643659858,720575940617317819,104170
720575941644009810,720575940625373733,523808
720575941643940709,720575940634935065,533026
720575941644114770,720575940615660613,16718
720575941644106872,720575940628863292,141121
720575941413713812,720575940633177570,98652
720575941413704084,720575940633396767,70494
720575941690143384,720575940632713759,533748
720575941413206895,720575940621548882,113318
720575941413044625,720575940616567636,53478
720575941592350248,720575940629043817,231047
720575941590763660,720575940621623393,81848
720575941462555917,720575940630875752,140676
720575941590581502,720575940627814281,36867
720575941462782221,720575940620257750,27816
720575941462784912,720575940606757041,217533
720575941644344225,720575940625686538,18846
720575941644298066,720575940626935838,70439
720575941644417912,720575940621856033,138594
720575941644183160,720575940629309339,51069
720575941592265579,720575940606800073,126733
720575941593470315,720575940633719487,20715
720575941412905105,720575940637432944,105829
720575941412858223,720575940615792523,17262
720575941412831124,720575940623338165,43225
720575941412817297,720575940646343278,179993
720575941412788335,720575940640491917,517580
720575941412758639,720575940604575712,77639
720575941644387272,720575940629232492,248307
720575941644363602,720575940630116345,94954
720575941644362952,720575940635304110,521258
720575941644362657,720575940626040324,70722
720575941593765672,720575940637464691,523539
720575941689963995,720575940617193541,14582
720575941412626031,720575940620905566,92387
720575941412598932,720575940628788496,65500
720575941412591508,720575940637649380,119034
720575941700693978,720575940627555590,115860
720575941661508152,720575940634606490,62494
720575941644575176,720575940625015070,110380
720575941644740513,720575940609719762,71328
720575941644739272,720575940631083053,15870
720575941644735137,720575940619251416,207122
720575941644979656,720575940616133442,56919
720575941459174470,720575940634736538,40741
720575941459006192,720575940614604962,17669
720575941594463013,720575940609610564,15639
720575941412432239,720575940624538189,65470
720575941412404625,720575940619123136,84719
720575941412288657,720575940606257074,512669
720575941412226415,720575940642837870,167420
720575941412580975,720575940623199880,188834
720575941645147809,720575940627515816,12780
720575941515175770,720575940610334634,51057
720575941595352278,720575940630428227,185437
720575941412114799,720575940629024591,16151
720575941645267576,720575940611903954,166063
720575941645205112,720575940661296257,527000
720575941645350049,720575940614907601,21450
720575941645344417,720575940623883412,101124
720575941645341048,720575940606352050,35506
720575941645296289,720575940635807130,12176
720575941645197768,720575940640445648,171682
720575941454983731,720575940634284686,121916
720575941595873063,720575940627814163,59171
720575941645281185,720575940623684366,14547
720575941702043354,720575940622577300,149788
720575941645458888,720575940660170881,83048
720575941645593288,720575940620483444,39118
720575941645571784,720575940605781449,54017
720575941645560481,720575940623043939,517336
720575941645511624,720575940637216624,521748
720575941645918152,720575940617448331,402239
720575941411455147,720575940637662894,29340
720575941411438763,720575940615626562,11672
720575941596641669,720575940620073606,66519
720575941408844847,720575940612488142,520379
720575941596230769,720575940618732481,51364
720575941645854152,720575940628346634,10815
720575941689891291,720575940604201830,11391
720575941689799899,720575940637485146,51506
720575941650041073,720575940620104070,57835
720575941649119544,720575940620296641,199308
720575941652603121,720575940626658570,39825
720575941408697647,720575940622712004,18201
720575941408690991,720575940645173960,515955
720575941410937455,720575940631237433,70816
720575941410923119,720575940611902674,75527
720575941411401387,720575940625454108,31408
720575941650897393,720575940622864681,540014
720575941649024021,720575940633702511,75194
720575941650521841,720575940634192339,123248
720575941650514193,720575940602893228,117712
720575941650433521,720575940620145318,107364
720575941411102891,720575940622216709,183475
720575941410750123,720575940616403771,519153
720575941598325148,720575940649992569,40700
720575941650801649,720575940609826884,120320
720575941650793661,720575940629699322,223747
720575941650792125,720575940628423623,72081
720575941650717973,720575940631967575,50454
720575941650658069,720575940616770610,94647
720575941410371755,720575940627190466,25804
720575941451350138,720575940623295415,16923
720575941451146106,720575940616064546,62123
720575941599656745,720575940635948718,46874
720575941651139349,720575940611462885,22404
720575941650847729,720575940607748363,48473
720575941451921274,720575940627226450,44667
720575941452016199,720575940639539840,21589
720575941452364103,720575940639771776,64092
720575941452397737,720575940623873259,1018025506
720575941598613952,720575940618888016,142436
720575941410811307,720575940612404478,518530
720575941410809711,720575940632766824,46877
720575941410327723,720575940617488477,13561
720575941410265003,720575940623422844,33097
720575941410224811,720575940627578156,518112
720575941410151851,720575940624629948,42813
720575941409023662,720575940626693769,17479
720575941689319131,720575940623316749,57055
720575941689278683,720575940623446092,87853
720575941410701227,720575940626698568,117649
720575941651456277,720575940613492114,174511
720575941651589397,720575940640554741,61410
720575941651128085,720575940631277160,63576
720575941651105045,720575940609937476,26595
720575941651078165,720575940642478792,52481
720575941651783189,720575940637912739,153441
720575941651778325,720575940621931900,77674
720575941703299290,720575940644650531,524469
720575941450999367,720575940643527112,92938
720575941600474921,720575940637536101,22014
720575941409411243,720575940615907902,130386
720575941409118123,720575940627699712,34942
720575941410050731,720575940637983814,103466
720575941651931157,720575940629232322,132656
720575941651890449,720575940630484811,155280
720575941651880213,720575940621008734,108636
720575941652136213,720575940625046089,542519
720575941652045333,720575940616840665,73463
720575941651852017,720575940616781713,45085
720575941515107833,720575940612800153,217784
720575941450239325,720575940614945036,72406
720575941603310521,720575940632598343,24122
720575941603313849,720575940625871949,522745
720575941408883371,720575940615083439,113858
720575941408864430,720575940614489511,83905
720575941450627406,720575940625990808,513782
720575941689045467,720575940622744414,23729
720575941651755797,720575940627594540,42692
720575941408836911,720575940632715859,54309
